data,id_campanha,campanha,canal,objetivo,plataforma,pais,regiao,origem_trafego,impressoes,cliques,investimento,receita,leads,leads_qualificados,clientes,emails_enviados,emails_abertos,emails_cliques,dispositivo,tipo_usuario
05/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,sudeste,Google,74101,2583,2551.73,42476.04,494,177,166,49639,46041,992,tablet,returning
15/06/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Sudeste,Google,9136,115,2042.16,331.55,37,9,3,10533,7127,3720,tablet,New
04/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,Sudeste,Google,66607,3246,2967.95,22880.66,330,241,130,45755,2148,556,,new
12/05/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,sudeste,Google,28889,1057,3826.43,7882.72,174,91,80,27870,4626,2905,Mobile,New
02/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,sudeste,Facebook,20792,693,2382.98,17516.09,161,107,59,28454,25218,5994,Desktop,Returning
28/04/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Nordeste,YouTube,51854,1417,410.78,33990.53,283,73,102,1143,441,199,Desktop,new
12/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,sudeste,Instagram,89633,1759,4903.67,19526.75,243,190,96,35305,11549,5680,mobile,
06/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Nordeste,Instagram,48617,2236,2872.65,15037.74,192,85,153,16613,6447,5499,desktop,returning
12/01/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,,YouTube,12489,708,2114.77,16337.94,155,81,41,4089,523,179,tablet,returning
12/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,Centro-Oeste,Email,75111,4259,5672.28,23642.63,1233,883,215,13479,1410,377,mobile,returning
17/01/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,,Meta,51233,531,3704.38,9292.45,138,67,41,30709,11017,3723,mobile,New
25/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sul,Meta,117272,6231,3212.44,62078.96,792,506,624,41056,3203,2897,Desktop,new
08/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Nordeste,Instagram,38541,730,4108.46,17660.05,154,83,62,45340,739,521,tablet,New
14/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Nordeste,YouTube,63095,2078,3694.39,18016.25,689,521,209,14440,12697,5413,Desktop,New
02/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sul,Meta,45325,1790,3229.86,18100.15,613,327,166,31077,10278,2007,Desktop,new
06/04/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Centro-Oeste,Meta,113491,2459,3356.19,29699.54,237,134,87,34505,29148,22302,Mobile,new
25/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,sudeste,Meta,58026,3311,4301.55,33841.48,816,601,170,25918,8627,8368,Mobile,Returning
24/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Centro-Oeste,Google,107924,5174,4155.39,54501.64,1087,724,232,3880,2187,791,Mobile,new
05/01/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,Centro-Oeste,Email,82209,3218,2329.8,48799.93,743,396,132,28594,17515,4763,,Returning
07/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Centro-Oeste,Google,42860,1305,2346.2,12508.35,367,253,136,10612,5636,3401,tablet,New
16/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR ,Centro-Oeste,Email,22143,1324,4445.13,22791.07,171,113,125,23538,7787,4121,tablet,
17/06/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Nordeste,Google,56660,874,5033.54,6964.83,203,53,31,41843,30297,20836,Desktop,
28/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Email,32959,490,1337.01,13189.41,103,71,57,42381,35651,33972,desktop,New
01/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,sudeste,Instagram,103958,5207,2608.87,19727.71,844,667,314,41935,29475,7448,tablet,returning
02/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Nordeste,Email,47292,865,1539.2,18900.58,245,114,99,38292,25009,3407,Mobile,New
16/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sul,Google,73447,2072,514.44,32842.29,660,220,118,23821,1173,1155,Desktop,New
06/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Nordeste,YouTube,46950,1734,2123.04,41298.09,539,273,162,32416,28014,5580,Desktop,Returning
23/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,Nordeste,Instagram,11997,686,2860.55,9658.89,82,53,82,41633,12118,3317,tablet,
25/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Centro-Oeste,Instagram,73593,4110,4055.66,47787.15,898,577,367,24851,15366,12024,desktop,New
10/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,,Email,9150,588,1287.69,14553.53,120,76,48,20122,17264,12006,mobile,new
10/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Sul,Google,40897,640,3997.44,9251.22,55,37,41,15157,5111,445,Desktop,New
10/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Nordeste,Email,60390,3537,2282.43,111312.63,1168,910,385,22395,10725,693,tablet,New
26/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Nordeste,Email,76260,4190,3881.43,134266.45,778,386,374,34765,14390,6099,Mobile,
22/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,Sul,Instagram,27486,835,2354.67,12250.77,207,158,77,28765,8894,3625,mobile,new
24/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,,Google,95369,3208,4805.57,117582.57,505,275,281,25099,6567,4524,tablet,Returning
29/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BRA,Sudeste,Instagram,111802,1555,725.05,21805.6,180,129,72,22782,8400,4736,Desktop,
27/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,sudeste,Facebook,55251,2663,4916.3,14741.97,316,111,92,30841,10095,7194,mobile,
21/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Sul,Meta,31183,1285,2512.48,12926.21,261,121,116,32213,7367,1278,tablet,Returning
04/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Google,76846,4848,2188.33,77143.85,1288,515,298,28301,19766,4163,Desktop,New
18/04/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,Nordeste,Facebook,97969,2511,2760.57,67973.49,591,467,294,34085,31528,17886,Mobile,New
14/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,Centro-Oeste,Google,83137,1983,4513.66,"R$ 39987,34",382,160,112,25405,999999,508,tablet,New
18/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sul,Facebook,110702,5399,4978.08,76195.05,442,234,234,4557,3587,151,Desktop,new
17/06/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Sul,Google,103991,2710,3362.63,39953.59,844,603,198,39672,13731,9959,mobile,New
18/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Sudeste,Google,17467,364,5650.58,2772.27,42,30,16,19827,14419,11878,tablet,
13/01/2025,CAMP004,Email Black Friday,socail,Retenção,CRM,br,Nordeste,Meta,75601,1278,3758.51,20806.37,265,114,120,36654,34932,26505,desktop,returning
12/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,,YouTube,108489,6616,4293.22,18116.07,1326,735,219,48498,43333,40828,,New
25/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,,Facebook,61920,2043,3322.13,12920.91,309,214,59,3833,1189,372,Mobile,New
25/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Centro-Oeste,Email,116915,6233,812.39,25895.05,1974,1066,408,31522,22340,19830,Desktop,
04/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil ,Sudeste,Email,8385,364,2974.73,5015.4,42,19,13,37404,32991,350,,
28/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Nordeste,Facebook,94126,6105,1922.48,103071.43,529,334,260,18509,3117,65,Mobile,returning
09/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Centro-Oeste,Google,32938,1484,5940.05,40128.27,175,78,175,30163,28156,3007,Mobile,New
08/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,,Instagram,19345,458,6064.89,5069.96,149,117,56,48321,5820,3052,Mobile,
15/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,sudeste,YouTube,103426,1431,1037.05,7437.05,490,387,153,17821,10394,3749,desktop,new
08/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,,Meta,59880,2358,796.93,32351.82,711,474,83,40993,13560,604,Mobile,
21/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Google,82603,1547,511.97,14832.13,474,123,53,5773,4254,2272,desktop,
29/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,sudeste,Instagram,43826,2444,4512.08,84404.91,650,263,220,11776,2970,1152,mobile,
06/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Sudeste,Google,95748,2525,599.53,74001.28,753,466,243,22015,9583,1235,desktop,new
26/04/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Nordeste,Facebook,83572,3430,4672.6,15518.1,492,256,155,6577,3618,1559,mobile,returning
24/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,sudeste,Google,71830,3372,4943.15,48156.49,677,320,260,10318,8488,3787,tablet,New
07/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,sudeste,Facebook,81230,1682,4493.24,17505.98,371,188,121,41733,18467,2040,mobile,
20/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Nordeste,Email,49565,1674,5484.12,40855.27,173,65,154,38777,34881,1044,,New
17/01/2025,CAMP005,Remarketing,Display,Conversão,Google,br,Sul,Instagram,61655,2287,2847.37,13341.23,296,75,68,22602,20409,11110,Mobile,returning
03/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Centro-Oeste,Meta,45164,2464,3256.67,23413.25,249,140,152,44039,3145,1872,mobile,new
10/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sudeste,Instagram,64025,1490,4170.68,53651.17,222,143,165,4932,2129,753,desktop,returning
24/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Nordeste,Email,25541,457,3830.44,3512.57,58,14,9,16043,9078,3936,Desktop,New
13/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,sudeste,Meta,20733,1334,542.19,22418.17,294,107,68,21953,19128,14588,,returning
09/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,,Email,104864,5076,1024.61,55049.4,559,183,559,17363,10591,5073,Mobile,New
15/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,,Facebook,5767,369,4930.58,4750.22,42,23,19,43498,2073,312,Desktop,New
11/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Centro-Oeste,Instagram,48723,1531,4150.62,26629.22,182,54,120,41634,2013,1649,,New
21/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,sudeste,Meta,110586,6252,2733.01,223873.86,743,189,660,35841,22554,17085,tablet,Returning
02/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,,Email,29530,1714,6387.33,15553.84,219,97,74,11100,7856,5401,Desktop,new
23/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,,Meta,92904,3326,,"R$ 24438,67",1160,596,234,44429,34160,6789,Mobile,returning
13/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sudeste,Email,18275,346,1710.95,8603.02,59,45,22,4981,1301,943,tablet,new
09/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,sudeste,Google,70614,2449,6078.24,"R$ 101653,7",278,127,256,8610,2544,1426,Desktop,Returning
08/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,,Instagram,11794,288,6327.56,1469.79,55,16,18,33463,31663,15383,desktop,New
29/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Centro-Oeste,Facebook,67370,2978,1463.17,22487.75,532,163,81,18138,17622,1906,Mobile,new
06/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Centro-Oeste,Google,104764,4555,2491.4,73809.08,1361,639,398,4071,555,355,desktop,New
11/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,,YouTube,21459,1166,3591.87,18004.4,139,106,44,30680,5057,2775,tablet,returning
31/01/2025,CAMP004,Email Black Friday,socia,Retenção,CRM,brazil,,Instagram,29074,469,3749.55,2778.8,121,84,13,34708,33108,29715,Mobile,new
01/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,,Email,57127,1141,5352.14,14433.03,356,130,59,22304,18802,9506,Mobile,
24/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Centro-Oeste,Meta,18237,996,3336.87,27458.18,282,91,117,47577,39795,331,mobile,Returning
08/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Nordeste,Meta,15929,693,5159.6,5740.37,175,66,36,24831,13265,5424,tablet,Returning
16/01/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,,Facebook,98410,1689,4968.81,17279.65,365,254,156,28626,2233,604,tablet,
31/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Nordeste,Google,85317,4800,2712.35,94921.08,1021,576,491,42954,24183,8804,Desktop,New
29/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Sudeste,Email,10972,154,1232.92,3249.39,21,13,14,11255,1447,523,Mobile,returning
17/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,sudeste,Email,80039,1751,4972.95,16503.96,475,124,110,7085,4198,1124,Mobile,new
15/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Sudeste,Facebook,94630,2478,954.15,38269.51,528,155,272,45140,38590,14837,Desktop,New
26/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Nordeste,YouTube,98220,4718,6430.95,67536.08,1233,343,397,47314,42942,16138,desktop,Returning
08/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,Sul,Instagram,22322,656,3576.85,6487.01,61,18,61,48921,32826,30297,Mobile,returning
06/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Sul,Google,112658,5930,3402.85,47421.53,1475,1136,499,45491,44866,41894,tablet,New
15/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Centro-Oeste,Email,43098,1980,6012.15,11271.43,548,404,132,27567,25096,20850,Mobile,New
22/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,,Instagram,64946,1110,213.57,45222.28,260,112,119,3972,1872,1503,,new
11/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,sudeste,Instagram,19706,258,737.48,1143.2,34,27,10,4285,757,23,Desktop,new
05/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,sudeste,YouTube,114543,5508,5992.25,94842.32,575,443,315,37561,7373,2513,tablet,
12/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,,Email,12642,772,1851.44,5137.32,179,46,24,20462,2983,1958,Mobile,Returning
18/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,,Meta,49143,1802,175.15,30047.44,330,258,120,10063,834,470,Mobile,returning
09/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Sul,Instagram,112634,4796,5213.62,50349.87,495,250,155,16898,1214,323,tablet,returning
10/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Centro-Oeste,Facebook,50807,755,1144.49,"R$ 32090,64",232,121,78,45650,23290,14247,,New
21/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Sul,Google,62089,62089,6256.24,73858.48,520,303,215,22630,7271,748,desktop,Returning
09/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sudeste,Facebook,72359,4157,6287.85,58438.28,492,228,250,15772,13621,11859,Desktop,New
22/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,YouTube,115218,115218,4158.04,12884.81,1288,678,106,29511,7246,6891,Desktop,
02/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sudeste,Google,15683,299,2147.48,2391.09,79,50,22,10491,6382,1415,mobile,returning
12/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Sul,Email,30496,656,2603.44,13156.83,127,38,77,23912,4151,797,Desktop,returning
21/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,,Meta,116695,6708,4581.44,67112.41,2346,812,392,22498,4662,4326,mobile,new
18/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Nordeste,Meta,116030,2310,5903.22,63394.31,577,225,240,42182,17127,16846,Desktop,
23/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sul,Facebook,33615,1430,3488.64,39871.01,338,260,123,43372,33435,3370,,returning
19/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,sudeste,Email,113198,2710,709.7,44349.9,765,482,311,28885,21885,6895,mobile,returning
24/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Meta,43931,2755,3469.21,20420.93,528,218,232,45958,19899,19787,Desktop,new
26/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,,Meta,22358,822,3104.51,9680.68,123,60,97,42169,36495,13703,Desktop,returning
01/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,,Email,112339,1382,4378.2,22962.42,466,340,171,45223,26119,2835,Mobile,New
28/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Centro-Oeste,Facebook,96239,3134,3984.89,13657.51,330,88,141,24351,16006,11381,desktop,Returning
23/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Sul,YouTube,6067,287,6171.06,7364.86,77,55,30,19608,6371,1726,,returning
24/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Nordeste,Facebook,32937,1678,3579.5,44872.43,463,276,134,20775,10542,4357,mobile,new
18/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,sudeste,Facebook,100046,3143,6284.24,14681.05,566,149,118,28228,14429,2374,mobile,Returning
21/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Sul,Meta,104862,2924,1462.18,123343.45,327,98,327,8869,2956,1921,Desktop,returning
16/01/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,sudeste,Google,47406,-50,307.59,24022.88,99,70,66,20965,19146,12229,desktop,returning
17/04/2025,CAMP005,Remarketing,Display,Conversão,Google,br,sudeste,Instagram,54510,2656,,57519.39,453,242,213,39014,27250,20229,desktop,new
18/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,,Email,48876,2022,4982.39,10317.6,361,100,52,24524,7065,4916,mobile,New
27/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Sudeste,Email,115468,2173,890.98,66365.86,373,246,219,27784,14605,1079,,Returning
08/01/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,Sudeste,YouTube,59615,2186,5945.01,69384.6,471,231,184,44148,29401,8780,desktop,returning
23/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,Sudeste,Google,31205,943,334.94,35515.65,305,151,104,25406,1875,447,Mobile,New
17/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Centro-Oeste,Meta,91907,3547,2108.04,151008.89,1015,392,402,44397,37909,21352,desktop,
16/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Sudeste,Meta,90184,4928,5279.73,51123.74,1133,719,255,2587,1822,1164,mobile,
10/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,sudeste,Meta,28227,1316,3972.58,16173.75,137,71,51,26179,5257,5176,Mobile,Returning
29/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Nordeste,Instagram,112009,2424,1745.07,26837.0,282,116,142,22248,2514,470,,Returning
09/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Sudeste,Facebook,39077,39077,5695.52,7250.24,284,160,77,45748,39349,29377,desktop,returning
29/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,sudeste,Facebook,45100,1722,2038.45,"R$ 30555,07",234,161,98,38579,22958,6697,mobile,
16/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Centro-Oeste,Instagram,106505,2700,174.85,7390.78,512,367,201,39452,13266,6499,mobile,new
30/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,,Email,54297,2983,2785.93,34547.55,591,222,313,22376,370,36,tablet,new
03/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,Centro-Oeste,Facebook,69839,915,5276.11,25045.16,128,97,106,19051,2691,1996,Mobile,new
28/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Nordeste,Google,61866,3534,6465.48,71511.23,353,281,230,14928,9721,2367,desktop,new
29/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,Centro-Oeste,Meta,30761,1998,1930.89,12088.33,248,100,90,45380,20493,18595,Desktop,
20/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Nordeste,Meta,117743,1995,2135.73,9238.97,234,113,48,27382,11139,6331,mobile,New
20/04/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Sul,Google,111415,4474,2264.27,31723.68,486,305,259,34307,10974,5615,mobile,New
22/05/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Sul,Instagram,41490,1816,3549.87,33413.36,546,424,238,30388,6458,2756,mobile,New
09/05/2025,CAMP005,Remarketing,Display,Conversão,Google,br,sudeste,Instagram,8203,315,3944.84,12432.19,93,70,37,20733,9969,3201,mobile,
25/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Centro-Oeste,Meta,41145,537,5982.61,13946.35,65,29,36,7772,298,275,mobile,New
08/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Sul,Email,92193,3440,5467.81,31695.59,746,351,202,14934,10095,9574,desktop,new
04/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,Sudeste,Meta,93540,4096,5925.88,52898.51,407,305,191,24977,17064,8163,Mobile,new
18/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BRA,Centro-Oeste,Google,94506,3058,2285.56,53874.86,479,245,281,20381,15015,6521,mobile,new
12/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,,Meta,15082,855,6097.8,1509.75,262,135,64,8848,5404,5393,mobile,New
19/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,,Facebook,115777,3038,,"R$ 26613,78",274,165,180,41958,30160,20707,mobile,
14/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Centro-Oeste,Instagram,93031,1807,2003.36,9295.41,329,247,113,22550,93,43,Desktop,Returning
19/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sudeste,Email,33876,1538,1939.38,27339.84,480,292,118,20257,3346,2135,tablet,New
07/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,,Facebook,107153,5481,3915.44,67805.6,445,128,258,11391,7325,1469,Mobile,new
12/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,,Facebook,113807,1514,5785.89,28908.94,290,119,97,1560,1330,1269,Desktop,New
02/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Nordeste,YouTube,80542,4512,4343.98,57378.54,603,350,239,19680,17323,1725,mobile,returning
30/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sudeste,YouTube,77723,3816,2218.21,47653.81,1209,329,198,6295,4076,2675,desktop,Returning
15/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Centro-Oeste,Instagram,77258,3726,1650.78,114931.86,692,313,377,30047,10588,4366,,Returning
11/05/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,,Instagram,115920,6252,1366.16,69651.53,1961,750,277,23322,7999,7219,mobile,New
20/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Centro-Oeste,Instagram,71188,3019,404.44,83348.56,554,184,201,8689,1379,147,desktop,Returning
26/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,,Google,56805,1907,4364.02,47130.86,355,214,136,2725,1112,627,mobile,new
13/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,,Email,100044,3807,,105610.15,428,295,428,1256,1230,857,desktop,New
27/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Nordeste,Email,113617,2093,2895.98,32398.53,209,110,111,3431,574,345,Desktop,New
27/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,sudeste,YouTube,79391,3305,1947.05,21462.63,1151,592,312,14662,13739,1789,mobile,Returning
21/06/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Nordeste,Email,43262,1858,575.39,6987.63,271,199,78,38412,22257,4394,Desktop,Returning
17/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sudeste,YouTube,115310,5474,5912.39,49873.91,1227,900,410,2245,1551,277,Mobile,returning
12/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Sul,Facebook,7801,267,1179.86,5398.59,74,53,24,6958,904,268,mobile,
05/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,,Meta,70715,752,4125.72,22980.5,162,47,60,22586,5344,4507,,returning
06/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,,YouTube,67222,3338,4830.35,15575.18,1046,548,202,3015,1658,1332,Desktop,New
13/01/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Nordeste,Email,48306,2828,4910.76,17389.43,589,468,250,13779,9116,5392,tablet,returning
15/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,Nordeste,Google,16672,1009,2562.52,19300.67,245,136,77,19101,12544,5308,tablet,returning
08/01/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Sudeste,Email,62893,3899,1010.53,53557.48,430,328,209,18270,4382,1785,,new
27/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Sudeste,Meta,58450,825,,5597.25,282,138,58,20797,8027,7959,Desktop,new
18/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,,Instagram,15447,187,1957.77,6490.38,33,10,17,26017,13528,5006,Mobile,returning
01/04/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,sudeste,Email,27694,1583,5308.83,18507.73,517,204,122,9378,1597,1360,tablet,new
11/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,sudeste,Meta,66824,3086,5267.41,4919.46,406,187,73,13612,4537,2335,Mobile,new
29/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Instagram,60355,3109,4334.87,35947.31,370,271,370,35600,23984,5167,tablet,new
